student_id,subject,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,term_1,term_2,term_3,model_1,model_2,model_3,model_4,final_result
1512,Math,43,12,85,18,19,63,71,15,13,68,12,76,30,20,55,68,90,17,15,0
1512,Physics,92,37,46,54,40,46,42,31,29,25,5,54,100,87,27,56,49,76,45,0
1512,Chemistry,20,79,25,59,14,41,63,61,45,31,55,71,82,39,90,38,36,18,48,0
1512,Biology,75,98,30,53,96,47,19,40,68,99,40,56,80,61,96,95,62,12,93,1
1513,Math,32,36,44,74,73,54,27,64,40,63,47,7,89,13,92,89,9,74,86,1
1513,Physics,25,35,74,1,94,73,93,99,23,51,96,69,90,84,54,51,47,83,23,1
1513,Chemistry,17,77,71,11,75,24,35,86,60,24,0,5,3,70,36,52,19,46,86,0
1513,Biology,59,3,41,60,49,13,44,76,15,92,48,13,90,77,71,11,36,39,26,0
1514,Math,9,15,29,76,71,51,9,69,63,17,49,87,42,22,0,18,68,39,7,0
1514,Physics,82,27,43,11,60,53,93,53,52,44,94,58,43,86,22,79,25,73,3,1
1514,Chemistry,13,13,93,84,7,68,23,5,57,76,1,76,4,79,17,26,14,89,67,0
1514,Biology,29,78,94,56,88,58,1,33,80,96,26,25,97,92,78,98,33,8,37,1
1515,Math,88,38,26,22,45,11,19,53,52,36,81,30,56,29,97,27,95,89,86,1
1515,Physics,18,5,74,39,3,79,39,51,56,28,11,39,99,83,20,57,98,54,98,1
1515,Chemistry,11,14,82,46,83,21,6,23,42,80,20,37,95,24,82,39,50,20,85,0
1515,Biology,56,22,72,1,10,48,75,85,98,38,0,72,41,77,96,4,2,3,0,0
1516,Math,45,97,60,65,17,40,36,68,10,62,59,94,17,54,53,89,21,26,73,1
1516,Physics,91,91,89,90,8,47,88,27,100,89,82,33,60,80,92,58,43,75,63,1
1516,Chemistry,1,23,82,68,37,49,3,7,53,4,87,16,52,27,1,76,7,4,33,0
1516,Biology,58,74,6,28,41,63,88,40,47,85,81,92,89,52,14,8,34,39,32,1
1517,Math,36,97,93,32,30,52,50,10,48,29,52,28,56,8,68,4,23,32,21,0
1517,Physics,14,17,58,25,95,6,71,25,85,12,58,99,96,78,73,62,2,1,44,0
1517,Chemistry,29,54,45,39,33,98,48,40,22,38,26,79,85,96,75,42,56,10,9,0
1517,Biology,60,58,90,46,64,27,38,8,24,10,70,73,41,99,87,62,59,60,72,1
1518,Math,73,58,56,13,4,82,66,65,59,30,82,17,81,82,39,40,45,62,50,1
1518,Physics,16,91,60,43,46,92,37,3,28,51,99,64,68,46,7,73,19,61,100,1
1518,Chemistry,17,85,19,98,77,2,86,75,13,33,62,28,33,26,97,4,71,52,21,0
1518,Biology,59,64,65,30,72,65,63,45,62,16,42,96,80,71,57,43,32,7,85,1
1519,Math,63,74,75,60,58,97,25,34,13,42,66,50,93,0,19,59,50,37,96,1
1519,Physics,29,82,4,35,18,12,34,35,68,29,75,13,50,65,55,71,67,4,22,0
1519,Chemistry,56,4,56,60,13,64,48,48,3,64,90,47,95,78,19,65,45,62,57,1
1519,Biology,8,12,58,64,9,99,15,14,81,48,57,71,16,17,14,71,11,64,34,0
1520,Math,9,44,71,62,21,40,9,26,8,14,98,35,67,95,31,35,41,2,31,0
1520,Physics,36,80,2,56,54,81,24,53,72,35,96,13,94,63,73,24,74,91,18,1
1520,Chemistry,41,20,76,30,45,76,15,99,75,96,36,95,20,21,73,25,40,88,59,1
1520,Biology,60,41,26,51,59,10,50,47,85,51,46,4,63,22,69,22,4,23,17,0
1521,Math,57,81,85,50,24,98,99,20,33,65,51,25,63,95,24,13,36,46,75,1
1521,Physics,16,9,85,24,41,72,92,52,83,48,65,63,85,8,43,50,18,53,45,1
1521,Chemistry,56,29,6,88,15,91,79,62,79,2,15,7,84,79,33,56,45,27,25,0
1521,Biology,39,65,60,77,94,79,3,34,59,46,44,75,17,89,82,92,49,5,82,1
1522,Math,55,52,73,89,48,29,56,7,51,18,26,27,7,18,28,50,0,40,6,0
1522,Physics,43,42,19,81,9,7,75,77,79,80,1,87,52,12,7,25,96,83,89,1
1522,Chemistry,73,92,62,48,87,6,82,56,31,83,49,53,60,20,98,36,79,83,43,1
1522,Biology,85,73,1,99,65,10,22,4,14,19,46,29,6,80,51,67,70,34,100,0
1523,Math,13,66,9,81,77,84,5,24,94,24,75,11,62,64,30,70,4,49,44,0
1523,Physics,68,78,14,0,55,73,82,44,39,59,16,16,73,4,36,15,79,6,63,0
1523,Chemistry,38,14,0,17,43,73,85,11,75,82,11,16,2,68,60,59,90,64,3,0
1523,Biology,28,87,29,90,67,18,93,94,12,33,10,33,98,68,99,24,86,31,65,1
1524,Math,38,87,47,7,1,17,68,2,100,17,34,85,89,66,24,74,97,2,66,0
1524,Physics,47,23,41,66,21,43,57,8,37,81,79,84,66,45,86,66,4,97,60,1
1524,Chemistry,48,64,18,11,75,91,99,12,93,49,72,10,43,97,59,49,27,51,15,1
1524,Biology,79,3,28,4,54,6,76,64,13,36,54,61,63,46,21,70,30,8,13,0
1525,Math,23,86,40,17,27,6,39,57,39,99,79,37,21,55,14,83,42,77,55,0
1525,Physics,12,65,17,35,30,29,19,92,21,41,82,38,72,53,75,64,42,13,58,0
1525,Chemistry,31,23,2,69,27,59,83,29,63,7,97,81,41,4,88,3,89,32,79,0
1525,Biology,20,45,95,71,0,64,24,56,70,20,58,53,9,45,9,2,10,64,53,0
1526,Math,89,3,14,86,78,17,14,65,29,71,68,21,87,48,38,16,11,20,38,0
1526,Physics,73,62,52,40,47,18,47,81,93,76,61,63,23,27,77,37,27,31,2,0
1526,Chemistry,54,69,49,83,84,28,90,77,27,83,90,16,47,88,14,9,45,37,61,1
1526,Biology,31,38,55,22,18,82,65,24,66,91,6,22,68,100,65,34,75,78,2,0
1527,Math,64,97,33,53,5,64,43,47,1,92,51,77,12,84,99,50,52,30,99,1
1527,Physics,90,84,19,24,55,20,20,15,74,91,75,85,62,73,56,79,53,59,94,1
1527,Chemistry,11,83,34,55,59,0,16,34,19,82,96,13,16,45,75,36,68,49,14,0
1527,Biology,76,80,36,35,73,93,29,30,69,8,95,78,14,82,38,92,39,27,35,1
1528,Math,1,93,5,89,84,96,17,4,90,12,19,1,87,47,2,56,29,46,45,0
1528,Physics,6,16,89,38,0,37,25,78,53,85,58,77,23,54,66,64,47,51,76,0
1528,Chemistry,70,80,55,36,85,57,45,49,16,48,96,95,24,40,65,87,61,12,18,1
1528,Biology,57,76,49,33,98,96,20,6,53,8,83,33,49,86,76,18,56,90,14,1
1529,Math,69,14,76,18,22,83,9,80,73,58,51,48,99,90,51,36,2,98,73,1
1529,Physics,74,9,57,21,9,95,17,75,56,44,23,67,74,96,11,29,97,9,64,0
1529,Chemistry,5,12,75,44,73,71,84,72,12,15,66,23,60,100,35,81,44,98,74,1
1529,Biology,2,94,41,55,84,90,16,32,23,56,68,65,25,51,22,16,37,38,36,0
1530,Math,95,81,30,39,14,66,79,17,40,37,26,100,69,83,66,78,7,20,2,0
1530,Physics,38,64,44,27,68,28,86,49,3,62,100,22,75,79,33,100,26,4,7,0
1530,Chemistry,39,28,30,8,1,22,52,8,90,18,47,38,40,73,71,90,66,55,11,0
1530,Biology,55,44,82,99,91,50,68,77,81,36,6,29,86,80,43,15,0,9,8,1
1531,Math,71,53,87,91,99,69,74,81,17,61,81,25,19,66,31,98,98,32,56,1
1531,Physics,73,29,7,82,3,18,43,21,61,55,42,22,100,61,4,49,61,31,96,0
1531,Chemistry,84,27,61,40,81,37,14,100,98,77,57,47,47,20,49,80,73,27,22,1
1531,Biology,63,87,56,51,71,49,43,53,55,95,34,24,1,87,87,75,20,91,63,1
1532,Math,94,95,22,52,95,0,85,27,64,7,22,43,17,27,20,65,9,65,12,0
1532,Physics,90,46,54,71,53,85,26,84,36,67,74,88,32,73,20,71,30,65,46,1
1532,Chemistry,90,46,63,13,70,2,11,11,94,96,19,74,18,1,1,69,73,21,56,0
1532,Biology,29,40,24,5,93,74,37,36,38,76,89,29,6,22,78,64,73,7,100,0
1533,Math,21,16,34,22,86,10,20,60,62,73,42,13,34,58,58,31,77,87,83,0
1533,Physics,86,91,49,47,97,39,5,43,100,88,8,98,21,73,37,55,40,92,89,1
1533,Chemistry,29,28,53,29,33,61,31,9,97,33,6,63,22,71,87,2,74,52,89,0
1533,Biology,62,79,36,66,81,99,7,22,86,60,8,88,74,51,17,2,12,36,17,0
1534,Math,37,12,6,38,27,10,41,73,95,66,97,65,44,81,0,92,81,31,93,1
1534,Physics,43,39,1,59,30,31,75,62,53,20,83,78,55,68,12,86,48,73,23,0
1534,Chemistry,0,28,83,83,57,2,4,11,31,12,56,6,62,10,12,62,5,12,25,0
1534,Biology,24,0,69,58,38,62,68,50,94,30,3,4,97,79,77,60,19,41,52,0
1535,Math,8,40,41,19,22,90,12,50,28,72,0,57,69,29,95,91,8,75,77,0
1535,Physics,62,51,72,19,78,58,81,23,78,39,5,26,9,79,8,85,1,27,8,0
1535,Chemistry,22,100,85,88,75,3,8,45,28,88,65,53,41,1,57,18,90,68,21,1
1535,Biology,72,85,48,92,8,51,44,49,30,64,30,74,34,37,29,85,65,9,37,0
1536,Math,31,14,84,18,94,26,36,82,68,46,88,37,26,74,29,39,14,60,6,0
1536,Physics,21,99,41,98,22,23,95,35,71,99,21,74,72,2,42,46,84,9,3,1
1536,Chemistry,95,15,48,95,66,52,62,22,57,55,67,7,73,4,97,95,37,9,82,1
1536,Biology,34,22,8,39,80,39,5,8,59,75,9,65,5,83,45,14,62,99,87,0
1537,Math,38,87,85,83,16,0,77,30,96,37,22,50,33,60,42,95,88,97,40,1
1537,Physics,4,59,83,33,26,96,49,58,80,83,93,27,41,47,29,21,98,17,85,1
1537,Chemistry,78,95,35,48,9,78,2,20,23,82,44,89,66,69,37,91,1,100,1,1
1537,Biology,34,70,62,35,42,24,35,87,43,44,88,85,4,85,36,33,99,71,72,1
1538,Math,34,77,69,57,99,40,85,96,85,65,74,71,88,30,21,57,72,71,21,1
1538,Physics,72,10,53,11,71,48,60,49,51,70,63,12,65,21,32,48,26,92,50,0
1538,Chemistry,3,9,59,70,45,37,25,8,84,35,54,98,45,54,33,35,97,31,85,0
1538,Biology,43,46,79,4,55,3,14,87,79,53,68,47,55,8,70,83,93,58,87,1
1539,Math,59,61,87,81,2,31,31,93,3,39,56,55,85,48,71,67,65,0,58,1
1539,Physics,61,53,10,81,0,56,78,65,34,7,87,74,25,30,14,1,80,16,49,0
1539,Chemistry,58,62,84,28,38,23,32,23,46,3,96,26,58,4,12,17,2,65,49,0
1539,Biology,40,52,57,58,49,41,5,10,71,31,41,77,12,45,21,93,62,68,13,0
1540,Math,99,8,13,61,37,35,34,10,77,88,37,4,47,28,71,39,27,88,6,0
1540,Physics,28,35,10,2,52,59,22,68,86,47,71,27,49,49,24,60,42,91,52,0
1540,Chemistry,61,89,33,84,1,53,78,69,7,26,13,52,21,75,75,76,91,28,50,1
1540,Biology,28,2,37,70,50,40,58,61,0,92,0,74,29,19,61,34,100,76,20,0
1541,Math,88,62,77,36,9,42,26,55,8,9,47,10,6,63,66,56,17,42,59,0
1541,Physics,23,82,65,94,61,78,0,40,44,15,37,88,50,98,38,32,50,62,90,1
1541,Chemistry,12,45,90,86,83,84,51,83,92,20,17,92,10,63,43,17,8,4,66,1
1541,Biology,75,82,11,26,33,74,74,97,54,3,79,0,54,16,7,84,78,95,12,1
1542,Math,32,23,71,75,17,23,11,42,83,39,55,16,65,40,72,90,25,6,10,0
1542,Physics,76,24,41,92,63,13,22,20,22,53,52,40,18,17,88,91,53,78,79,0
1542,Chemistry,77,55,37,51,84,16,67,32,57,7,23,53,68,15,37,4,42,71,15,0
1542,Biology,82,77,61,46,80,90,93,22,22,50,46,61,57,80,10,88,79,20,30,1
1543,Math,37,18,71,52,23,45,62,61,70,63,88,73,44,45,97,95,34,95,55,1
1543,Physics,1,84,18,75,94,53,59,64,33,97,88,100,14,98,90,4,14,80,6,1
1543,Chemistry,18,88,11,46,56,20,26,76,89,4,91,80,74,67,61,76,63,23,73,1
1543,Biology,98,45,36,67,21,76,58,85,77,24,74,62,43,68,85,23,89,2,86,1
1544,Math,1,18,59,52,12,36,100,5,85,75,5,1,20,8,16,37,59,44,94,0
1544,Physics,96,90,87,27,88,61,13,99,74,19,57,91,91,64,43,33,14,98,45,1
1544,Chemistry,5,70,98,68,100,15,32,95,29,5,9,53,13,9,34,20,52,78,39,0
1544,Biology,39,40,30,82,47,52,1,76,66,89,18,61,39,16,95,71,29,39,16,0
1545,Math,78,84,6,93,97,4,12,37,27,39,71,7,2,66,8,22,9,90,10,0
1545,Physics,51,59,28,37,53,94,39,81,80,6,54,2,17,66,5,85,56,8,40,0
1545,Chemistry,4,2,37,70,3,8,45,61,94,57,9,5,30,100,9,30,74,29,0,0
1545,Biology,79,47,35,36,76,74,35,9,64,29,76,81,78,22,49,81,59,84,34,1
1546,Math,49,70,19,30,8,36,14,57,45,66,74,88,16,13,13,43,91,29,2,0
1546,Physics,44,52,92,53,1,11,31,29,93,99,16,60,29,91,91,82,33,90,0,1
1546,Chemistry,75,49,35,8,0,11,53,77,40,1,25,99,52,35,54,31,44,29,58,0
1546,Biology,43,29,66,11,44,52,77,43,72,34,34,49,85,63,88,4,29,1,65,0
1547,Math,42,80,84,58,31,68,57,96,14,64,59,39,52,48,13,30,75,98,58,1
1547,Physics,99,16,28,79,46,92,42,52,75,31,50,71,33,1,99,46,48,62,75,1
1547,Chemistry,61,21,61,53,0,96,89,68,11,49,1,94,90,60,39,77,10,30,36,0
1547,Biology,95,69,75,16,6,40,78,16,52,15,91,53,30,77,76,58,0,59,44,1
1548,Math,23,16,13,93,67,92,57,85,13,2,69,36,96,8,20,7,28,98,65,0
1548,Physics,46,80,59,91,27,84,26,72,46,54,20,48,41,83,28,59,55,85,31,1
1548,Chemistry,68,82,72,79,36,83,90,67,24,73,100,69,80,0,3,63,55,24,65,1
1548,Biology,76,66,71,80,16,78,64,96,38,13,35,26,23,74,57,80,41,80,90,1
1549,Math,70,41,62,56,19,31,78,49,13,44,21,92,56,33,82,96,49,54,79,1
1549,Physics,88,64,73,89,95,53,49,67,82,62,15,47,67,57,46,52,43,25,4,1
1549,Chemistry,74,98,4,29,91,73,88,60,87,26,50,78,8,80,37,92,42,3,92,1
1549,Biology,25,4,46,81,13,7,36,35,12,1,65,39,6,14,27,25,25,11,14,0
1550,Math,83,30,41,37,57,42,100,89,9,80,85,95,6,27,92,99,71,78,61,1
1550,Physics,35,38,61,51,31,56,10,56,39,59,13,61,9,3,96,61,29,94,53,0
1550,Chemistry,94,60,26,48,1,4,37,1,53,67,1,17,47,58,47,84,10,35,40,0
1550,Biology,59,37,34,24,85,23,87,1,93,51,91,26,58,31,22,44,76,98,61,1
1551,Math,0,0,62,88,52,14,28,18,17,72,31,62,27,97,99,72,15,89,5,0
1551,Physics,58,99,15,85,82,73,56,78,51,29,44,85,91,52,5,78,98,81,74,1
1551,Chemistry,1,46,96,3,56,58,99,96,6,83,0,57,56,99,80,29,68,12,82,1
1551,Biology,3,36,28,87,25,9,14,72,32,89,58,16,91,48,52,65,26,4,54,0
1552,Math,49,72,63,56,27,10,46,85,75,78,95,21,15,21,42,71,76,46,28,1
1552,Physics,97,100,43,48,82,19,57,11,23,44,82,94,81,91,26,58,36,33,22,1
1552,Chemistry,84,28,40,84,61,81,43,46,34,65,73,10,89,40,42,11,45,80,43,1
1552,Biology,73,68,72,71,31,2,56,32,34,49,34,21,70,12,27,57,75,54,62,0
1553,Math,30,4,74,2,34,87,6,87,59,37,87,20,70,89,30,12,4,52,7,0
1553,Physics,80,10,44,76,66,45,63,72,26,6,47,89,11,85,55,20,95,74,75,1
1553,Chemistry,43,12,44,16,29,40,4,31,85,41,88,77,42,74,29,37,24,86,9,0
1553,Biology,21,83,87,99,94,75,68,53,93,19,69,49,58,12,61,22,73,60,66,1
1554,Math,58,60,11,57,83,19,85,16,39,94,3,85,77,45,14,26,28,23,30,0
1554,Physics,59,7,36,65,4,62,64,39,32,91,76,27,85,51,52,25,11,15,56,0
1554,Chemistry,16,94,46,87,53,26,72,20,70,36,41,45,34,71,80,30,68,78,63,1
1554,Biology,46,80,76,4,81,26,4,30,86,93,68,92,6,6,75,83,54,1,58,1
1555,Math,16,61,11,26,69,81,22,40,77,76,51,35,97,10,40,70,19,21,63,0
1555,Physics,98,3,22,28,95,11,26,31,93,7,98,16,24,7,37,83,45,92,20,0
1555,Chemistry,36,48,12,63,29,37,33,57,15,65,18,27,55,89,89,15,69,8,23,0
1555,Biology,42,74,3,42,18,78,87,61,66,3,9,23,51,90,95,8,35,56,68,0
1556,Math,25,14,20,19,28,95,16,73,55,70,89,55,76,69,31,99,55,83,40,1
1556,Physics,65,51,54,26,96,31,56,57,14,51,65,62,18,52,2,55,77,48,76,1
1556,Chemistry,29,74,13,61,1,87,10,95,36,52,59,24,16,12,45,70,62,8,96,0
1556,Biology,33,12,32,57,28,47,87,78,51,95,27,24,33,40,70,13,13,78,73,0
1557,Math,71,6,15,33,68,69,92,89,29,33,78,51,19,5,74,50,69,26,93,1
1557,Physics,39,91,10,77,99,27,42,6,38,71,71,81,63,71,83,83,31,23,55,1
1557,Chemistry,52,2,99,58,91,79,15,100,3,33,8,2,99,95,42,3,48,9,30,0
1557,Biology,58,24,4,79,56,10,15,59,55,56,69,57,78,72,87,58,65,71,9,1
1558,Math,79,78,24,9,11,66,19,61,100,100,46,97,95,42,22,41,53,59,63,1
1558,Physics,77,24,32,89,97,43,19,16,77,80,39,6,90,82,56,88,2,13,44,1
1558,Chemistry,43,66,89,58,24,61,53,49,51,96,39,21,52,2,80,52,47,32,7,0
1558,Biology,3,84,46,52,41,66,53,40,70,13,25,42,50,73,16,100,34,95,94,1
1559,Math,83,100,33,70,90,57,69,33,0,67,43,49,51,98,4,60,10,0,4,0
1559,Physics,89,13,52,38,51,17,43,80,18,7,75,43,31,84,23,11,79,93,37,0
1559,Chemistry,84,87,53,71,92,40,81,34,28,19,11,71,62,79,83,43,27,63,20,1
1559,Biology,86,95,9,79,56,4,87,73,85,36,80,85,41,91,61,0,44,53,76,1
1560,Math,37,42,86,79,57,50,21,88,44,33,41,85,71,27,99,72,10,10,39,1
1560,Physics,1,99,81,96,89,32,1,19,63,32,46,82,72,38,14,61,61,10,57,1
1560,Chemistry,47,24,29,99,48,89,57,51,87,64,13,94,5,93,6,89,87,67,82,1
1560,Biology,6,85,64,88,27,20,21,57,58,75,58,80,47,10,15,72,19,2,51,0
1561,Math,26,70,68,18,97,76,8,56,9,4,31,38,40,18,12,68,72,96,25,0
1561,Physics,20,31,3,32,28,37,44,79,72,71,25,87,63,59,98,12,71,8,20,0
1561,Chemistry,24,7,75,10,83,72,21,55,40,71,14,92,69,56,73,52,100,79,63,1
1561,Biology,89,77,75,1,46,90,22,47,12,100,94,74,69,75,57,58,84,29,44,1
1562,Math,52,88,41,90,14,99,6,55,18,11,20,55,21,94,82,52,12,41,88,0
1562,Physics,41,72,34,92,40,31,26,63,1,47,71,34,24,87,33,79,35,16,33,0
1562,Chemistry,60,83,45,50,40,39,48,22,41,91,43,39,23,4,7,35,14,26,8,0
1562,Biology,18,31,60,58,14,51,19,74,29,10,93,52,15,7,34,36,76,37,88,0
1563,Math,10,1,46,100,69,26,42,56,94,15,94,22,18,73,45,81,39,43,44,0
1563,Physics,67,6,58,80,74,39,59,2,58,91,14,19,87,59,10,29,17,22,48,0
1563,Chemistry,59,77,33,80,23,51,55,12,9,4,88,47,56,31,74,79,78,17,12,0
1563,Biology,33,30,23,82,62,70,21,68,32,48,20,11,55,36,46,92,52,63,34,0
1564,Math,13,30,44,13,57,38,10,9,80,4,62,28,41,14,10,95,84,64,33,0
1564,Physics,40,100,13,65,84,38,33,96,15,72,35,72,3,69,81,8,3,20,75,0
1564,Chemistry,53,84,68,90,20,93,30,65,94,57,53,58,17,64,77,98,100,65,27,1
1564,Biology,79,23,63,89,75,13,60,43,23,56,64,19,28,97,43,98,1,23,84,1
1565,Math,87,30,96,78,25,22,100,59,9,3,33,3,16,85,7,56,96,65,72,0
1565,Physics,69,27,52,15,43,19,85,14,17,54,49,68,68,10,94,56,20,46,72,0
1565,Chemistry,82,11,33,48,13,60,84,90,25,67,79,87,16,3,58,11,69,2,66,0
1565,Biology,91,2,86,32,96,29,32,26,17,84,76,60,9,42,15,56,11,90,2,0
1566,Math,85,58,14,61,29,81,25,43,4,75,29,67,48,9,53,90,85,70,58,1
1566,Physics,3,0,45,99,71,16,16,11,12,2,18,53,30,0,77,28,37,17,50,0
1566,Chemistry,31,3,10,19,99,33,17,28,69,59,79,65,22,47,37,92,65,89,38,0
1566,Biology,74,73,35,16,97,31,92,78,16,64,100,94,87,58,36,92,89,19,47,1
1567,Math,0,65,54,54,50,67,65,100,94,19,21,92,100,33,49,22,56,98,69,1
1567,Physics,96,92,63,68,11,8,14,36,73,78,85,86,85,26,5,98,62,55,76,1
1567,Chemistry,72,18,86,58,51,96,87,97,81,91,26,22,89,83,47,58,13,11,6,1
1567,Biology,22,37,81,65,4,54,84,34,35,40,96,14,67,30,89,89,96,85,97,1
1568,Math,31,53,44,49,3,50,64,47,30,20,72,15,98,65,47,96,49,73,48,1
1568,Physics,3,3,52,99,47,33,42,1,40,38,41,88,83,58,87,72,25,12,17,0
1568,Chemistry,33,85,56,0,20,85,47,48,84,71,70,91,1,41,39,1,83,62,98,1
1568,Biology,19,74,32,12,91,86,67,42,60,44,18,9,83,61,99,0,41,85,52,1
1569,Math,14,39,73,74,20,99,79,95,76,7,58,42,26,41,94,6,30,54,42,1
1569,Physics,100,59,31,6,58,38,14,97,63,91,84,90,75,59,8,49,69,87,46,1
1569,Chemistry,4,66,84,83,67,76,21,23,26,94,83,33,22,94,92,53,51,22,42,1
1569,Biology,55,82,31,56,56,27,51,34,57,28,3,46,74,51,72,30,19,69,18,0
1570,Math,60,24,100,44,17,85,63,5,27,0,51,8,90,17,44,21,49,80,2,0
1570,Physics,32,57,87,64,16,2,62,68,95,15,29,22,98,40,40,65,6,55,42,0
1570,Chemistry,52,67,42,19,6,62,59,89,55,77,5,67,87,86,90,86,61,84,57,1
1570,Biology,91,74,78,91,91,10,20,13,80,73,49,51,66,59,90,16,69,28,27,1
1571,Math,78,33,42,13,68,97,22,14,71,48,22,97,13,0,83,17,26,99,34,0
1571,Physics,72,4,61,59,68,87,14,2,32,87,12,37,58,77,95,56,34,100,72,1
1571,Chemistry,43,60,82,42,10,90,29,32,65,67,5,44,96,27,14,98,62,56,1,0
1571,Biology,17,45,12,57,36,44,70,75,75,86,27,81,7,71,93,92,56,31,20,1
1572,Math,6,36,72,57,79,79,58,84,51,27,73,76,50,38,75,71,66,43,5,1
1572,Physics,32,39,2,48,95,97,31,70,13,78,93,79,16,84,40,100,27,98,37,1
1572,Chemistry,14,56,17,39,76,63,48,50,93,24,0,14,94,78,56,12,58,53,39,0
1572,Biology,58,99,91,75,63,7,22,70,31,81,87,80,75,33,87,52,82,14,1,1
1573,Math,11,33,48,19,19,88,94,22,21,83,10,5,17,50,82,26,100,89,9,0
1573,Physics,84,55,5,99,77,89,5,20,84,22,28,14,97,96,93,43,34,29,25,1
1573,Chemistry,76,32,58,43,75,55,12,44,7,89,63,55,43,96,8,12,55,17,44,0
1573,Biology,71,56,83,0,96,66,0,63,15,58,24,3,60,19,19,94,52,36,82,0
1574,Math,5,23,14,46,12,68,8,62,75,22,58,48,86,3,35,39,46,28,33,0
1574,Physics,36,24,25,77,77,0,98,98,91,51,39,33,92,25,18,40,42,55,95,1
1574,Chemistry,28,24,20,82,51,9,84,98,73,9,73,87,16,93,84,34,95,95,69,1
1574,Biology,21,30,2,69,97,43,56,65,92,41,60,51,9,2,83,25,65,60,76,0
1575,Math,75,65,93,9,40,86,100,26,95,11,17,39,41,0,82,90,20,17,62,1
1575,Physics,18,19,74,85,49,75,46,97,0,3,73,19,90,1,9,82,81,54,44,0
1575,Chemistry,15,4,3,28,81,88,38,65,95,0,89,29,66,19,45,13,75,4,66,0
1575,Biology,92,81,30,78,79,83,65,100,80,75,84,85,4,10,76,32,12,73,48,1
1576,Math,32,61,11,97,18,69,0,39,100,69,43,81,16,79,61,10,43,70,19,0
1576,Physics,91,96,84,80,90,38,59,10,50,7,80,89,43,87,3,26,94,23,4,1
1576,Chemistry,57,98,13,45,20,72,96,73,48,64,76,39,72,92,24,66,65,13,43,1
1576,Biology,39,40,22,27,56,4,18,15,30,11,58,97,88,42,70,86,19,29,85,0
1577,Math,17,91,22,80,36,4,35,6,76,30,59,8,4,78,53,9,62,84,22,0
1577,Physics,58,80,68,32,5,59,16,9,38,85,13,9,6,7,89,9,27,11,25,0
1577,Chemistry,19,4,28,58,63,20,3,96,47,46,63,63,54,26,50,68,48,26,53,0
1577,Biology,54,81,19,10,62,43,100,6,6,62,69,86,79,64,37,96,85,78,89,1
1578,Math,40,5,78,75,7,28,28,76,45,99,85,51,34,44,95,67,87,1,70,1
1578,Physics,85,37,27,67,97,48,51,9,17,92,82,14,95,68,2,58,83,69,55,1
1578,Chemistry,81,63,34,36,16,12,14,8,66,49,99,44,11,60,32,26,18,21,23,0
1578,Biology,30,80,96,96,84,15,43,35,80,77,61,73,25,97,45,97,35,87,44,1
1579,Math,10,10,38,71,62,93,21,16,3,26,34,36,72,86,13,31,88,8,22,0
1579,Physics,46,42,65,41,0,57,2,82,42,38,72,95,100,93,26,57,51,46,40,1
1579,Chemistry,87,31,51,99,20,79,97,93,2,54,30,99,30,6,43,66,48,65,51,1
1579,Biology,4,74,38,16,2,37,81,0,34,53,69,25,44,48,10,73,21,11,36,0
1580,Math,49,94,42,98,54,42,41,46,14,54,53,21,32,72,47,32,70,43,88,1
1580,Physics,19,4,63,95,1,63,12,80,10,61,100,17,74,98,98,52,61,21,75,1
1580,Chemistry,90,14,84,40,83,69,42,18,19,92,57,0,47,70,6,84,78,61,89,1
1580,Biology,1,68,9,22,62,96,39,30,47,74,83,57,24,79,20,85,23,100,59,1
1581,Math,11,45,14,86,43,62,96,79,26,100,17,21,66,11,76,43,90,57,55,1
1581,Physics,43,34,11,95,52,22,26,65,18,71,10,77,14,37,80,19,53,51,34,0
1581,Chemistry,65,62,41,0,90,3,89,77,76,9,86,5,84,62,81,7,100,96,15,1
1581,Biology,58,90,56,85,79,53,20,52,7,71,61,40,78,25,70,19,53,53,87,1
1582,Math,35,26,91,57,19,87,58,75,16,10,53,7,5,90,89,99,22,52,93,1
1582,Physics,35,3,48,78,58,9,19,48,49,11,55,17,46,14,38,51,6,30,30,0
1582,Chemistry,33,99,43,7,8,51,76,95,91,56,31,59,97,100,24,46,74,29,36,1
1582,Biology,99,63,94,86,55,62,81,7,83,85,4,72,53,76,88,21,55,97,14,1
1583,Math,15,97,68,32,9,9,81,53,16,43,76,38,86,93,92,80,19,96,25,1
1583,Physics,52,61,40,98,85,90,54,99,51,7,16,97,37,33,70,4,16,6,38,1
1583,Chemistry,39,79,39,81,53,45,63,10,75,37,39,82,50,40,77,7,13,30,53,0
1583,Biology,12,50,29,47,75,0,92,50,80,100,92,39,96,100,77,18,62,98,92,1
1584,Math,51,29,15,26,31,80,46,39,3,74,55,66,63,10,76,82,18,66,77,0
1584,Physics,3,30,10,69,55,75,54,94,92,20,13,12,65,41,8,71,95,18,69,0
1584,Chemistry,67,43,68,20,5,83,60,55,5,41,69,77,100,80,35,17,10,88,78,1
1584,Biology,48,1,54,93,16,54,6,25,81,49,44,80,100,0,55,5,35,31,1,0
1585,Math,79,29,29,4,35,20,48,34,47,64,6,73,36,83,29,41,55,3,28,0
1585,Physics,77,39,36,90,36,17,21,18,93,70,54,67,82,14,20,22,57,96,21,0
